"","logFC","AveExpr","t","P.Value","adj.P.Val","B","X","UNIPROT"
"Q04917",0.266684874804859,25.2720099148488,1.33264338231966,0.233392019961982,0.35029027606079,-6.4607534058243,"Q04917","Q04917"
"Q9NZN4",0.680186719759295,23.1053778692032,1.32570334985879,0.235537764357106,0.352378750539811,-6.46898894930555,"Q9NZN4","Q9NZN4"
"Q9ULC3",-0.454297689293401,20.6077337695259,-1.32551147937745,0.235597340141513,0.352378750539811,-6.4692163155929,"Q9ULC3","Q9ULC3"
"O94760",-0.435367344991434,20.4496478200247,-1.31860726661756,0.237750174654901,0.354985605605421,-6.47738622855858,"O94760","O94760"
"Q9UNE7",0.568147115573353,20.8018749659225,1.31300295017295,0.239510712895918,0.356998756226962,-6.48400129064641,"Q9UNE7","Q9UNE7"
"P18827",-2.09656178108388,22.5528748962766,-1.31088168071899,0.240180145645338,0.35738145382966,-6.48650121415297,"P18827","P18827"
"Q9NZD2",-1.29847749264136,22.4160421576997,-1.30781762940332,0.241150075439353,0.358209202968233,-6.49010839048022,"Q9NZD2","Q9NZD2"
"P42025",0.595764366968126,20.9122317551297,1.30481666453662,0.242103447880113,0.35896345773351,-6.4936369065603,"P42025","P42025"
"O95747",0.310732394303976,22.7451651827099,1.30361277040016,0.242486862325755,0.35896345773351,-6.49505121249318,"O95747","O95747"
"P04406;O14556",0.225797473740304,29.1827529126356,1.30104476104702,0.243306540953907,0.359562226051337,-6.49806569622551,"P04406;O14556","P04406"
"P27348",0.220908267260917,26.4953179233536,1.29052323337847,0.246690900504044,0.363942623230839,-6.51038283819263,"P27348","P27348"
"Q9H8S9;Q7L9L4",1.46724234249178,24.1949755223208,1.28542317666759,0.248346503147071,0.365762026743815,-6.51633364287252,"Q9H8S9;Q7L9L4","Q9H8S9"
"Q13509",0.8008330763755,20.9627419291994,1.2734408194997,0.252275370981116,0.370917608267651,-6.53026372540897,"Q13509","Q13509"
"P01111;P01116;P01112",1.48801438346512,24.6260602434218,1.26928954321935,0.253649385010468,0.372305707489942,-6.53507292007222,"P01111;P01116;P01112","P01111"
"P31689",-1.26884598293044,22.5951697769753,-1.25300779688787,0.259102802335581,0.379666712051799,-6.55385008718982,"P31689","P31689"
"Q15056",1.04989157702353,22.0558546147203,1.23520773159957,0.265183243927333,0.387920083177483,-6.57422065287991,"Q15056","Q15056"
"O00231",-0.256958286026119,22.2572062311698,-1.22928816934993,0.267233021918881,0.390259354100761,-6.58095793818873,"O00231","O00231"
"P68133;P68032;P63267;P62736",0.312725004637706,27.6007692691485,1.22644004287065,0.268224199734821,0.391047402306995,-6.58419282539365,"P68133;P68032;P63267;P62736","P68133"
"O43776",-0.460721884455197,21.1385075471254,-1.2233173504094,0.269314636381188,0.391977269085898,-6.58773455256274,"O43776","O43776"
"Q9BTT6",0.448139472385151,20.954490562755,1.19729011197048,0.278555187243745,0.404746295558865,-6.61704772146379,"Q9BTT6","Q9BTT6"
"Q9BT78",0.461271919185883,20.9619780569436,1.19593917179068,0.279042270607471,0.404774885001792,-6.61855901270985,"Q9BT78","Q9BT78"
"P78539",0.841346109329997,21.2768820631846,1.18622834140202,0.282565341227291,0.408536790419032,-6.62939238245243,"P78539","P78539"
"Q96QR8",0.401161484676685,21.0792033755509,1.1859273074014,0.282675169351793,0.408536790419032,-6.62972736658218,"Q96QR8","Q96QR8"
"Q9H4A6",0.442992690318572,21.2114450792904,1.18489822822024,0.283050894054757,0.408536790419032,-6.6308721166029,"Q9H4A6","Q9H4A6"
"Q9UN76",-1.13677974209401,21.9296127031698,-1.17745746173115,0.28578045660212,0.411159106042568,-6.63913135746217,"Q9UN76","Q9UN76"
"O14763",-0.353178941474308,21.0310334662553,-1.17735744773916,0.285817300043448,0.411159106042568,-6.6392421580849,"O14763","O14763"
"Q96FW1",0.438449652581149,21.7092344985167,1.17422722270581,0.286972496031663,0.412136287833201,-6.64270708968386,"Q96FW1","Q96FW1"
"P62937;P0DN26;A0A0B4J2A2;A0A075B767;A0A075B759;Q9Y536;F5H284;P0DN37",0.248402734025742,27.2323143255582,1.17047505890303,0.288362521822591,0.413446926984046,-6.64685305532402,"P62937;P0DN26;A0A0B4J2A2;A0A075B767;A0A075B759;Q9Y536;F5H284;P0DN37","P62937"
"P35237",0.33076851490063,25.1065178259897,1.16460906308872,0.290547258909251,0.415442953207305,-6.65331844013573,"P35237","P35237"
"P35580",-0.542443728071735,22.1453825733291,-1.16416259922441,0.290714121990331,0.415442953207305,-6.65380970795817,"P35580","P35580"
"P09525",-0.202699995342982,25.2436592968411,-1.16117180776888,0.291834037088274,0.416356303325281,-6.65709764708124,"P09525","P09525"
"Q2VIR3;P41091",0.236134632609925,23.8207116853547,1.15790706676928,0.29306076171759,0.417418782314856,-6.66068080373876,"Q2VIR3;P41091","Q2VIR3"
"Q9BUL8",0.524010758950961,21.2323233739464,1.14554477964149,0.297746018416854,0.423395816008203,-6.67419210194734,"Q9BUL8","Q9BUL8"
"P17987",0.336456478326753,24.8121838918596,1.14229115891875,0.298989719935376,0.424102062660814,-6.67773310474294,"P17987","P17987"
"O76094",0.451205322162405,21.1375298256436,1.1394063724118,0.3000961382743,0.424102062660814,-6.68086742031642,"O76094","O76094"
"Q96QK1",0.292145043216255,24.30953267778,1.13904235984615,0.300235997728931,0.424102062660814,-6.68126256615487,"Q96QK1","Q96QK1"
"P36871",0.227749196599643,23.9067004455031,1.13898143223281,0.300259412518813,0.424102062660814,-6.68132869704381,"P36871","P36871"
"P26373",-0.403539483216004,22.670193848812,-1.1378583413065,0.300691300777991,0.424102062660814,-6.68254730310005,"P26373","P26373"
"P54819",-1.31299185645489,22.919034896662,-1.13578782213437,0.301488912512189,0.424535606887083,-6.68479193189912,"P54819","P54819"
"Q9NTK5",1.30269814582843,23.1427393409755,1.13157990099912,0.303115449143646,0.426133082724671,-6.68934575821947,"Q9NTK5","Q9NTK5"
"Q14134",-0.624323711421241,21.5299550468981,-1.10655992926996,0.312941125125551,0.439233410630028,-6.71620003473908,"Q14134","Q14134"
"Q9H773",0.432184265741018,20.9261442734557,1.08923702531133,0.319900154531343,0.448274326576283,-6.73456582289417,"Q9H773","Q9H773"
"P02792",-0.250493230012811,21.591495287421,-1.0841065519964,0.32198589120255,0.450468145042663,-6.73996884856649,"P02792","P02792"
"P08174",0.155666163112418,26.0547555141359,1.08177752230116,0.322936471764574,0.451069329916325,-6.74241607818642,"P08174","P08174"
"P63172",0.808030781412636,21.9836846084477,1.0773769647829,0.32473892045204,0.452856529970155,-6.74703050280997,"P63172","P63172"
"Q9H1K6",0.220717804026826,21.2250552153692,1.07583241972813,0.325373541594419,0.453012037010879,-6.74864716910836,"Q9H1K6","Q9H1K6"
"Q04446",0.440946480190583,21.2063298777028,1.0734672660926,0.326347332327625,0.453388048705076,-6.7511197881546,"Q04446","Q04446"
"O00232",0.921261330167095,22.7326249468705,1.07074529471971,0.327471029418473,0.453388048705076,-6.75396097412325,"O00232","O00232"
"P31150",0.343351962977621,23.578154125816,1.06928585905409,0.328074842104827,0.453388048705076,-6.75548235705426,"P31150","P31150"
"P34932",0.164798565747017,24.0847497382156,1.06897700965627,0.328202740790251,0.453388048705076,-6.75580413912598,"P34932","P34932"
"Q99653",-1.37959823683558,22.2791373528621,-1.06883557654281,0.328261323946978,0.453388048705076,-6.75595147394383,"Q99653","Q99653"
"O43242",0.455225852708178,21.5868594936409,1.0671255437153,0.328970324894106,0.453643791971808,-6.75773183656885,"O43242","O43242"
"O43765",0.255714887507853,20.8904018088305,1.0651997741337,0.32977029192616,0.454023963128862,-6.75973453602824,"O43765","O43765"
"P12429",-0.160205232170853,24.8589822520475,-1.05852621173901,0.332554965356857,0.457131111109585,-6.76665599328079,"P12429","P12429"
"P09972",-0.949824579629187,23.4755876990432,-1.0565408486553,0.333387136793203,0.457393446508261,-6.76870948150419,"P09972","P09972"
"Q9UN36",0.452113824552178,21.0910014045269,1.05555226409568,0.333802145719655,0.457393446508261,-6.76973102307785,"Q9UN36","Q9UN36"
"P62701;Q8TD47;P22090",-1.3682315670386,22.7778134395491,-1.05213943823006,0.335238129046584,0.458635418253304,-6.77325268256141,"P62701;Q8TD47;P22090","P62701"
"Q9Y696",-0.178389929466444,25.0702252152378,-1.04784555559973,0.337052049892751,0.460389708528584,-6.77767257449876,"Q9Y696","Q9Y696"
"P28066",-0.929354627019919,21.4092379459744,-1.04574784694339,0.337941142741358,0.460877211990577,-6.77982740258143,"P28066","P28066"
"Q01650",0.286462108386434,24.1519347239866,1.04163859486585,0.339688390323254,0.462531676131978,-6.78404006816716,"Q01650","Q01650"
"Q15582",-1.11235162556527,22.1975370324771,-1.03586608741459,0.342155354483161,0.465159398716511,-6.78993880217925,"Q15582","Q15582"
"P23588",0.574526441233903,19.7927716499264,1.03297705722743,0.34339551660053,0.466113663598838,-6.79288261382659,"P23588","P23588"
"O43598",0.302758483204975,22.2459487492732,1.02860904560429,0.345277524928325,0.467934799042143,-6.79732277055444,"O43598","O43598"
"P12955",0.212131589844422,22.7863906819342,1.02529021930166,0.346713096069121,0.468597869990883,-6.80068778491226,"P12955","P12955"
"Q53TN4",-1.18235002217368,21.0870184772242,-1.02497660825863,0.346849000766924,0.468597869990883,-6.80100537411693,"Q53TN4","Q53TN4"
"P10809",-0.587524486164078,21.2896418152578,-1.02300723280043,0.347703429510549,0.468766886523632,-6.80299820326197,"P10809","P10809"
"P62081",-1.08556670696237,22.4965212980322,-1.0221941133247,0.348056706737524,0.468766886523632,-6.80382023664848,"P62081","P62081"
"Q15185",0.498961498046647,21.2589672168274,1.01738781374046,0.350150869581855,0.470752272774601,-6.80867001314851,"Q15185","Q15185"
"P02795;P13640;P80294;P04731",0.656777851775981,21.1228816089403,1.01631881643497,0.350618032262838,0.470752272774601,-6.80974653304945,"P02795;P13640;P80294;P04731","P02795"
"P43353;P48448",0.294349696480609,21.3180153542392,0.999756327876664,0.357920682928181,0.479813175566261,-6.82632494839029,"P43353;P48448","P43353"
"Q14204",0.184863940489038,24.6867196960372,0.983611085102301,0.365156722201882,0.488756911015193,-6.84230162277165,"Q14204","Q14204"
"Q13158",0.268528218720505,21.5183497710255,0.982283228791579,0.365757019426949,0.488804905592188,-6.8436074324707,"Q13158","Q13158"
"Q96SA4",0.588820420951858,21.1799796294167,0.978057132116172,0.367672796743029,0.490608077009959,-6.84775502378702,"Q96SA4","Q96SA4"
"Q3ZCM7",0.605479445709655,21.1297481254453,0.971561342492518,0.370633048714032,0.493797261825157,-6.85410530151298,"Q3ZCM7","Q3ZCM7"
"O95336",0.229601730275832,25.6768141683926,0.964408893305446,0.373914416058722,0.49740381613956,-6.86106249891683,"O95336","O95336"
"P15880",-0.229599431465676,24.0806595023888,-0.954807974247033,0.378355171185999,0.5025392304403,-6.87034316002647,"P15880","P15880"
"Q9UI12",0.421826781896254,20.9582317586809,0.952432077580109,0.379460498812173,0.503149946474013,-6.87262944864353,"Q9UI12","Q9UI12"
"P63000;P60763",0.141288907481687,26.9422068340984,0.951323769602247,0.379976980362591,0.503149946474013,-6.87369454498257,"P63000;P60763","P63000"
"Q01082",0.160496828964039,24.0598110952776,0.946904168243486,0.382042052034867,0.504819118970689,-6.87793287934035,"Q01082","Q01082"
"Q9UHD8",1.10936868243876,24.1335842713518,0.946132757746398,0.382403397280337,0.504819118970689,-6.87867118067784,"Q9UHD8","Q9UHD8"
"Q9H3M7",-0.264569323385405,21.2531396046223,-0.942257830653076,0.384222551647937,0.506448599280233,-6.88237316481536,"Q9H3M7","Q9H3M7"
"Q12765",0.309241633220253,21.3223796581586,0.939795108613977,0.385382237981384,0.507205194668509,-6.88472021165709,"Q12765","Q12765"
"P09104",-0.372682347554306,20.9518108908662,-0.936895570411237,0.38675112492579,0.508234406958625,-6.88747780138852,"P09104","P09104"
"Q9UHY1",-0.367864122921706,21.2353396756278,-0.933845117611555,0.38819535367252,0.50935935800061,-6.8903721803157,"Q9UHY1","Q9UHY1"
"P48059",-0.386246499902025,22.0267999706209,-0.932472154034412,0.388846750150017,0.509442187034667,-6.89167263770498,"P48059","P48059"
"Q92930",0.180470945330512,21.065000220752,0.927441251324791,0.39124091378057,0.511804579054341,-6.89642583516056,"Q92930","Q92930"
"P50552",-0.216204044463321,22.7652315406068,-0.922026460683975,0.393830544853575,0.514415161151125,-6.90152054193112,"P50552","P50552"
"P49368",0.180254826779276,24.8177404223675,0.912028282912458,0.398647036072055,0.519191852784665,-6.9108695967044,"P49368","P49368"
"P62249",0.56175066849385,21.5918553063889,0.91194657449424,0.398686584413167,0.519191852784665,-6.91094568822546,"P62249","P62249"
"O00186",-0.425245731225132,24.3246451201096,-0.910333056101353,0.399468175558993,0.519428588639772,-6.91244724807857,"O00186","O00186"
"P07900;Q14568;Q58FF6;Q58FG0",0.139856516045562,25.4427887988961,0.905048072079155,0.402036487658416,0.52198440526565,-6.91735162428121,"P07900;Q14568;Q58FF6;Q58FG0","P07900"
"Q9UN37",0.448767268631414,21.0534991616331,0.903471988467721,0.402804857242044,0.522199111334745,-6.91881007141284,"Q9UN37","Q9UN37"
"Q13409",0.518517773206636,21.7258153595678,0.902055582535325,0.403496341491942,0.52231364982365,-6.92011913522112,"Q13409","Q13409"
"P11216",-0.189810665719715,24.0161733182748,-0.898059128654829,0.405452298740564,0.524062224939296,-6.92380441344961,"P11216","P11216"
"Q9BZ67",0.247163418587501,20.9207839798224,0.892110417502163,0.408377149276417,0.527056052568371,-6.92926714796213,"Q9BZ67","Q9BZ67"
"Q5VT79",0.307100192143739,21.1630233365722,0.887941548977955,0.410436456939322,0.528925553139067,-6.93307912262043,"Q5VT79","Q5VT79"
"Q9HC38",-1.29580923052243,23.1929867580023,-0.875289905706839,0.416734315435532,0.536243561912586,-6.94456475183287,"Q9HC38","Q9HC38"
"P46108",-0.198807712330705,21.4331640334477,-0.873025160252176,0.417869350881189,0.536249763763371,-6.94660753285048,"P46108","P46108"
"P07204",0.401952612730497,20.7601477895443,0.872809437793671,0.417977587228955,0.536249763763371,-6.94680190201121,"P07204","P07204"
"Q9UQ80",-0.186509316435064,23.6328200807263,-0.871251274527097,0.418760005911578,0.536458824141164,-6.94820474098748,"Q9UQ80","Q9UQ80"
"Q14160",1.04942614081014,22.4990139530442,0.869082546921621,0.419850849606292,0.537061795803617,-6.95015409117307,"Q14160","Q14160"
"O95274",0.182758732621654,21.5261624125286,0.852328285671093,0.428350033481118,0.547125558989156,-6.96508770393986,"O95274","O95274"
"Q7L576;Q96F07",-0.180551521994058,24.1130403402749,-0.848317938832761,0.43040333150245,0.548724292840006,-6.96862896919284,"Q7L576;Q96F07","Q7L576"
"Q99426",-0.210943632012974,20.7500562177287,-0.847380267596487,0.430884472722049,0.548724292840006,-6.96945509668364,"Q99426","Q99426"
"O00571;O15523",0.415603403972018,21.8554678880039,0.846176789878207,0.431502590558942,0.548724292840006,-6.97051437234394,"O00571;O15523","O00571"
"P07339",0.910491132491011,23.9513824655482,0.841079512381605,0.434127892924257,0.551253306851037,-6.97498791837441,"P07339","P07339"
"Q15019",0.254618046718299,21.0856047903549,0.838870569145415,0.435269250761469,0.551893369193897,-6.97692002930844,"Q15019","Q15019"
"Q969E2",-0.356295278606989,21.1034214626176,-0.829595600161285,0.440085784898836,0.557184634097065,-6.98498930111965,"Q969E2","Q969E2"
"P32119",-0.169542772582808,25.6872365908605,-0.823106205365709,0.443478963267894,0.560660995897804,-6.9905932810108,"P32119","P32119"
"Q8IZP2;P50502;Q8NFI4",0.881287361531754,23.6817108542834,0.819298217999872,0.445478975967209,0.562368503188926,-6.99386558342215,"Q8IZP2;P50502;Q8NFI4","Q8IZP2"
"P09960",-0.134424883244709,23.7751409772621,-0.815556601361411,0.447450531167222,0.564035167381097,-6.99706919165504,"P09960","P09960"
"Q01813",0.179879179963997,22.8765237314338,0.80858006242212,0.451143587620573,0.567863876278221,-7.00301157965147,"Q01813","Q01813"
"Q06323",-0.17127079695085,24.806726915322,-0.806206492080034,0.45240506984009,0.568625240176368,-7.00502407739875,"Q06323","Q06323"
"P78324",0.298519795990185,20.7804227480145,0.800043261853665,0.455692546468529,0.571927167017023,-7.010227762902,"P78324","P78324"
"Q9P289;O00506",0.333301401153488,20.818439550549,0.78664150308687,0.462900316955881,0.580132669296372,-7.02143281418534,"Q9P289;O00506","Q9P289"
"Q7LG56",0.329726522418866,21.2335992583088,0.783515360500575,0.464593288370468,0.581412988047436,-7.02402469341263,"Q7LG56","Q7LG56"
"P25787",0.488946560582196,21.3389071146161,0.766703634551667,0.473773210278327,0.592045598991387,-7.03782022821958,"P25787","P25787"
"Q96J02",0.331963089055261,21.1413950461936,0.761020951257545,0.476904930708224,0.595100389039369,-7.04242845914458,"Q96J02","Q96J02"
"Q15819",0.204523471442787,21.1614554011544,0.752400189617969,0.48168346790986,0.600198393107825,-7.04936583651371,"Q15819","Q15819"
"Q92542",0.164547089635057,24.9945105914293,0.748677459215908,0.483757284013634,0.60134186244084,-7.05234162640019,"Q92542","Q92542"
"P78371",0.125488532365239,25.1953447116455,0.748260529080045,0.483989928546496,0.60134186244084,-7.05267414867367,"P78371","P78371"
"Q9GZM7",-0.250977416080097,21.1602499391058,-0.73415625213055,0.491905734743741,0.610301384366877,-7.06383314791249,"Q9GZM7","Q9GZM7"
"P16671",-0.261180305008047,21.0442759606887,-0.727838632941009,0.495480126348082,0.613529932435999,-7.06877460776218,"P16671","P16671"
"P62277",-0.884179883770692,21.9904592714638,-0.726277389263493,0.496366181033487,0.613529932435999,-7.06999031206794,"P62277","P62277"
"Q96TA1",-0.11303398765336,26.7358566630645,-0.725222211642474,0.496965639901942,0.613529932435999,-7.07081072726534,"Q96TA1","Q96TA1"
"P55327",-0.238598050198114,20.8985902261486,-0.724560503793024,0.497341815900775,0.613529932435999,-7.07132470886557,"P55327","P55327"
"P49591",0.166797136412008,20.9037499854129,0.718438315862164,0.500831436229953,0.616350224844458,-7.07606160597854,"P49591","P49591"
"P17174",-0.635598345531996,21.8641786644643,-0.717302683243119,0.501480566191269,0.616350224844458,-7.07693659354474,"P17174","P17174"
"Q9BUF5",0.365698019791481,21.1781131302294,0.716744591314914,0.501799781709244,0.616350224844458,-7.07736617185461,"Q9BUF5","Q9BUF5"
"P63261",-0.239222846497249,27.7658426753925,-0.715565067721378,0.502474894619154,0.616350224844458,-7.078273164971,"P63261","P63261"
"P26368",-0.326217418369012,21.3197843137439,-0.711498042478747,0.504807412721773,0.618335529585652,-7.08139092987537,"P26368","P26368"
"Q99460",-0.161105453398914,21.9022871499527,-0.704161452264723,0.509033536983901,0.622631416706298,-7.08697749547232,"Q99460","Q99460"
"P40261",-0.256731444446771,21.4587370839092,-0.702424538223387,0.510037526803701,0.622979546138231,-7.0882929847835,"P40261","P40261"
"P36021",-0.515293058825105,21.267550040003,-0.70057655643377,0.511107172959115,0.623406777158583,-7.08968959609187,"P36021","P36021"
"Q96HC4",0.408101964784962,20.9531214104503,0.694428806213531,0.514676390959542,0.626877291942283,-7.09431346119879,"Q96HC4","Q96HC4"
"P07947;P12931;P06241;P08631",-0.205790478110224,23.3797123449994,-0.690106906725171,0.517195479510186,0.629060793898625,-7.09754347885004,"P07947;P12931;P06241;P08631","P07947"
"P56537",-0.298400083158416,21.3356077405376,-0.676400393613094,0.525238454136411,0.637000212515088,-7.10767413373168,"P56537","P56537"
"Q7Z699",0.120332909484166,20.9795484706896,0.675651848242098,0.525680053574952,0.637000212515088,-7.10822242059414,"Q7Z699","Q7Z699"
"P61020",0.736343407500673,22.3928384604702,0.675183072876279,0.525956728331457,0.637000212515088,-7.1085655212272,"P61020","P61020"
"Q9BR76",-0.171791700432198,20.9228625900694,-0.673983257213334,0.526665302726101,0.637000212515088,-7.10944275265811,"Q9BR76","Q9BR76"
"Q9Y265",0.273586231404206,22.9341098019003,0.666244987145628,0.53125026169299,0.640775003789487,-7.11506851646842,"Q9Y265","Q9Y265"
"P46782",-0.148306440838521,24.9579934083576,-0.666218311858521,0.531266111686896,0.640775003789487,-7.11508781356425,"P46782","P46782"
"P51153",-0.398103881518431,22.5228980596886,-0.660597475980838,0.534612759125255,0.643914672326107,-7.11913921214902,"P51153","P51153"
"P23634;Q01814",0.096379848921881,25.9452601611927,0.657069236064439,0.53672042183278,0.644965865064569,-7.12166726912081,"P23634;Q01814","P23634"
"Q969P0",0.379618782776816,23.2688755613437,0.655516921947995,0.537649420752835,0.644965865064569,-7.12277585189198,"Q969P0","Q969P0"
"P63096;P09471;P19087;A8MTJ3",-0.784164070257635,21.1271245881159,-0.655399376857023,0.537719808979929,0.644965865064569,-7.12285970478281,"P63096;P09471;P19087;A8MTJ3","P63096"
"Q14240",0.288161805463993,20.8306321470581,0.653627482362162,0.538781570808922,0.645345560609303,-7.12412215110904,"Q14240","Q14240"
"P28482",0.131577872102902,23.6637751403765,0.639732703707954,0.547154182003722,0.654468952507214,-7.13391975360456,"P28482","P28482"
"Q99439",0.477110056676153,22.0195685822995,0.638225575667914,0.548067279303754,0.654604678612633,-7.13497153201762,"Q99439","Q99439"
"Q9Y6W5",-0.270623907145009,21.2986517443048,-0.635795339883227,0.549541673724954,0.654604678612633,-7.13666299132271,"Q9Y6W5","Q9Y6W5"
"P53396",-0.3302020737924,20.9827749567595,-0.63528645153861,0.549850727074395,0.654604678612633,-7.13701647237906,"P53396","P53396"
"Q15257",-0.301023814283109,21.2485371933115,-0.633506172328365,0.550932772555461,0.654604678612633,-7.13825114730165,"Q15257","Q15257"
"Q9UBI6",-0.124585997191321,28.1878138648594,-0.633318157297077,0.551047125529572,0.654604678612633,-7.13838136558663,"Q9UBI6","Q9UBI6"
"P14174",-0.184968654233955,26.2341998902489,-0.627524623444049,0.55457814156558,0.657896809035332,-7.14237747112228,"P14174","P14174"
"Q15181",-0.409103852296575,22.4781412928303,-0.62301084563892,0.557338981493712,0.660267521167653,-7.14546870261471,"Q15181","Q15181"
"P53621",-0.386984172542764,21.706090618519,-0.617766206380187,0.560557595875836,0.662943463223543,-7.14903600202812,"P53621","P53621"
"O95716",-0.295940635966453,21.2828240274048,-0.6168373690027,0.561128820488288,0.662943463223543,-7.14966503219595,"O95716","O95716"
"P26641",0.235483987766486,25.0356093955647,0.614182654350019,0.562763428220284,0.66396884037979,-7.1514583010826,"P26641","P26641"
"Q07020",-0.188480725108462,24.5056231719126,-0.611571232561571,0.564374248084125,0.664963399783472,-7.15321571732852,"Q07020","Q07020"
"P49207",0.242657473505155,22.398595126224,0.591005805195875,0.577158537426186,0.678262510846907,-7.16682540779302,"P49207","P49207"
"P02749",-0.107231728087132,21.3702274162862,-0.590894783156976,0.577228025974793,0.678262510846907,-7.16689776496128,"P02749","P02749"
"A6NDG6",0.256808221343061,21.2412783757078,0.58834337303509,0.578826340494542,0.67921898491636,-7.16855729954513,"A6NDG6","A6NDG6"
"P13861",-0.221415650635127,21.2396797277478,-0.580458662497531,0.583782457178587,0.684107723838507,-7.17364558943552,"P13861","P13861"
"Q13501",0.231143780382645,20.7585698188535,0.578204476248784,0.585204024341943,0.684846871729896,-7.17508909581702,"Q13501","Q13501"
"Q15366;P57721",0.491318411631759,23.4444519273094,0.573447790817216,0.588210503220057,0.687436296610755,-7.17811872599336,"Q15366;P57721","Q15366"
"P02794",-0.218564691357646,25.5623825721505,-0.563506052166887,0.594523636866988,0.693877991276026,-7.18437874401842,"P02794","P02794"
"P30520",-0.51780565341565,21.6516594602192,-0.558961098687404,0.597422919986694,0.696323349540346,-7.18720796640212,"P30520","P30520"
"P62633",0.233857929683705,20.9868229950376,0.547612870815743,0.604697896429848,0.703002400977939,-7.19418245914063,"P62633","P62633"
"P55085",0.193126098457178,21.1080132244696,0.546372696658779,0.605496012411043,0.703002400977939,-7.19493686174208,"P55085","P55085"
"Q7L2H7",0.166142241129492,21.3373473536699,0.546228773754587,0.605588673359749,0.703002400977939,-7.19502431088876,"Q7L2H7","Q7L2H7"
"Q9C0H2",0.159109504387843,21.1885898827938,0.54099454854148,0.60896410936464,0.70597445610412,-7.19819057761559,"Q9C0H2","Q9C0H2"
"P61163",-0.111100097886961,22.8955166934884,-0.538262952216206,0.610729909093204,0.707075001704164,-7.19983204358017,"P61163","P61163"
"P67936;P07951;CON__Q3SX28;P09493",-0.168809684631039,24.8875134916233,-0.521280657263696,0.621772720890544,0.71889876674394,-7.20986821052582,"P67936;P07951;CON__Q3SX28;P09493","P67936"
"Q9NZT1",-0.415610470132187,21.852531787182,-0.510715788909004,0.628698319148433,0.725936992510058,-7.21596425960057,"Q9NZT1","Q9NZT1"
"Q9Y230",0.198600308993019,20.894854456739,0.50929220240509,0.629634756557769,0.726050198640517,-7.21677698677406,"Q9Y230","Q9Y230"
"O60716",-0.132142550723266,24.3616183944839,-0.507754353320423,0.630647213958107,0.72625064798899,-7.21765261981322,"O60716","O60716"
"P61086",-0.185227507446804,21.9532043035741,-0.496946199167576,0.637787857520491,0.732785643286797,-7.22373831571707,"P61086","P61086"
"O94973",-0.156789232031059,20.7185640552468,-0.496604543013163,0.6380142898825,0.732785643286797,-7.22392873513797,"O94973","O94973"
"Q15833",0.303554479648476,21.1239165146892,0.490706870837822,0.641929773932138,0.73630620427183,-7.22719681402783,"Q15833","Q15833"
"Q71RC9",-0.2178613465159,22.0197258226087,-0.483910470668208,0.646457793365022,0.740256969265465,-7.23091839270798,"Q71RC9","Q71RC9"
"P37837",-0.0928530199381576,24.1473848055888,-0.4829729240422,0.647083747960689,0.740256969265465,-7.23142802554385,"P37837","P37837"
"P49720",-0.1073844220384,22.9019895660277,-0.477906923676179,0.650471599350477,0.741837910171443,-7.23416604649845,"P49720","P49720"
"Q9UL46",-0.456572200481304,23.5188664631758,-0.477257772435496,0.650906386810208,0.741837910171443,-7.23451496836698,"Q9UL46","Q9UL46"
"Q562R1",0.182577939373139,21.2135821941429,0.475817026445008,0.651871911081354,0.741837910171443,-7.23528781209196,"Q562R1","Q562R1"
"P19823",0.213478773225333,21.1327621585441,0.47578675585302,0.651892205127561,0.741837910171443,-7.23530402667834,"P19823","P19823"
"P06703",-0.0757693862509683,29.684911162352,-0.467130570426148,0.65770899642398,0.747475053678696,-7.23990161608616,"P06703","P06703"
"Q9UJU6",0.269716162107837,20.9520434117441,0.455581139608678,0.665511489370177,0.755351179285155,-7.24591403679842,"Q9UJU6","Q9UJU6"
"Q08209",-0.272871904988268,21.7235308477254,-0.453405011471093,0.66698687734856,0.75603486359143,-7.24703123452714,"Q08209","Q08209"
"Q92882",-0.347160479723026,21.6043816951145,-0.45174571420759,0.668112970923879,0.756321350091607,-7.2478797538951,"Q92882","Q92882"
"P49588",0.100767065977614,22.7804886830638,0.450130869813199,0.669209816295008,0.756574022077646,-7.24870276100484,"P49588","P49588"
"P14868",0.272546704181799,21.6523063553933,0.438136927905342,0.67738459858097,0.763934098263432,-7.25472945055576,"P14868","P14868"
"O00159",-0.0673810971478233,26.0637281190395,-0.437991119918016,0.677484281138933,0.763934098263432,-7.25480178083296,"O00159","O00159"
"O75131;Q8IYJ1;Q96A23;O95741;Q9UBL6",0.210690216101163,23.8642060648392,0.432030746862715,0.681565304253923,0.767536480473208,-7.25773923660996,"O75131;Q8IYJ1;Q96A23;O95741;Q9UBL6","O75131"
"Q9BUP3",-0.228099491291449,21.4253430602162,-0.428589722164193,0.683926809128555,0.769195606110816,-7.25941791919306,"Q9BUP3","Q9BUP3"
"P01008",-0.223511841548788,21.1799450153086,-0.425576638553163,0.685997886665222,0.769969937292988,-7.26087749840008,"P01008","P01008"
"P17066;P48741",-0.101255158926293,20.8305721933368,-0.425001551632554,0.686393523776198,0.769969937292988,-7.26115498062571,"P17066;P48741","P17066"
